,title,text,label
27,,"Teste de anticorpos feito por médico prova que Coronavac não protege contra a Covid-19. Um teste divulgado por um médico é a prova de que a Coronavac não protege contra a Covid-19. Titulação de anticorpos mostra que a vacina não funciona. Versão 1: Dr. Delano tomou as duas doses de Coronavac e fez a testagem de anticorpos 6 meses depois. Resultado? Não está imunizado! Calcinha Apertada sua vacina vale tanto quanto você. Nada! Versão 2: Dr. Delano da cidade de Divinópolis MG, faz um alerta sobre a Coronavac. CUIDADO. Você pode ter tido o mesmo PROBLEMA que eu . UMA FALSA PROTEÇÃO.",FAKE
28,,"Ser infectado com Covid-19 protege 7 vezes mais do que tomar qualquer vacina. Israel e Chile provam que número de infecções entre vacinados é 7 vezes maior do aqueles que já se infectaram com a Covid-19. Ou seja: ser infectado com a “vacinação raiz” protege sete vezes mais. “A informação de que ser infectado com Covid é 7 vezes mais eficaz que a melhor de todas as vacinas é uma boa notícia para países como o Brasil, em que, por diversas razões, tem uma das populações com maior índice de infectados. É o que podemos chamar de vacinação raiz. Isso pode se traduzir, em breve, em sermos um dos primeiros a virar essa página sanitária de nossa história”.",FAKE
29,,"Sean Brooks está certo ao dizer que vacinados vão morrer de 6 meses e 3 ou 5 anos. Dr. Sean Brooks acertou ao afirmar que pessoas vão morrer de 6 meses a 3 ou 5 anos após se vacinarem contra a Covid. Versão 1: “Mais uma vez desmascarando os médicos desinformados que apoiam a vacina… DR. SEAN BROOKS PHD OXFORD, MAIS UM CIENTISTA QUE CONTRARIA OS “ENTENDIDOS DA MIDIA VENDIDA AOS POLITICOS E AOS LABORATORIOS QUE ESTAO ENCHENDO O RABO DE DINHEIRO COM A DESGRAÇA ALHEIA” PESSIMAS NOTICIAS AOS VACINADOS FAÇA O TESTE CHAMADO “DIMERO D” O UNICO QUE PODE DETECTAR O ESTRAGO QUE ESTE VENENO ESTA FAZENDO NO SEU ORGANISMO. LEMBREM-SE EXISTE O ANTIDOTO “SURAMIN” CONVERSE COM O SEU MEDICO ENQUANTO HA TEMPO”. Versão 2: “Dr. Sean Brooks, médico especialista em medicina interna, com mais de 23 anos de experiência, envia um alerta assustador sobre a cobiçada vacina experimental. “The people who have taken it are going to die in the next 6 months to 3 to 5 years.” [As pessoas que tomaram a vacina vão morrer nos próximos 6 meses a 3 ou 5 anos]. Quantos outros especialistas serão ignorados?”",FAKE
30,,"Fungo negro é causado pelo uso de máscaras contra Covid-19. Infecção por fungo negro na Índia é causada pelo uso de máscaras contra Covid-19 e pessoas devem parar de usá-la. O fungo negro que causa medo à Índia é causado pelo uso de máscara Médicos e jornalistas em todo o mundo estão criando pânico com as infecções fúngicas que atualmente supostamente afetam pessoas na Índia. Alguns afirmam que as infecções fúngicas são um novo sintoma de covid-19. Outros dizem que as infecções fúngicas são causadas pela prescrição excessiva de esteróides para covid-19. E ainda mais culpam o diabetes mellitus. Ambos podem contribuir para o problema de fungos, mas não acredito que sejam a única ou mesmo a principal causa. Acredito que isso seja ainda mais assustador, planejado para encorajar as pessoas a aceitar uma das pseudo-vacinas experimentais. A alegada epidemia de infecções fúngicas é causada pelo uso de máscaras. O problema é particularmente prevalente na Índia, onde as pessoas pobres não têm dinheiro para comprar novas máscaras regularmente, portanto, a mesma máscara está sendo usada repetidamente. Além disso, o clima quente, que aumenta a sudorese, agrava as infecções fúngicas em pessoas que usam máscaras faciais. […] Quando uma máscara é usada por mais de duas horas ou mais, há um grande risco de desenvolvimento de fungos que afetem a pele, o nariz, a boca e os pulmões. […]. E, claro, as máscaras são prejudiciais ao sistema imunológico – o que aumenta a suscetibilidade a todos os tipos de infecção (bacterianas e fúngicas em particular). Somado a isso, bloqueios e a cobiçada “vacina” também podem danificar o sistema imunológico, deixando as pessoas suscetíveis a infecções fúngicas e complicações causadas por infecções fúngicas.  Prova de que as máscaras fazem mais mal do que bem: Muitas pessoas usam a mesma máscara por mais de duas horas (o que é perigoso), usam máscaras descartáveis ​​mais de uma vez (o que é perigoso), deixam de lavar máscaras de pano (o que significa que elas acumulam bactérias, fungos e vírus – todos os quais são respirados em) tocar sua máscara enquanto ela está em posição (o que torna a máscara ainda pior do que inútil), colocar as máscaras em seus bolsos ou bolsas e, em seguida, colocá-las de volta vincadas e sujas (uma coisa muito perigosa de se fazer, pois o usuário será respirando quaisquer insetos que tenham sido transmitidos à máscara.) […] A solução é simples. Persuadir as pessoas a removerem suas máscaras”.",FAKE
31,,"Saiu a comprovação científica da ivermectina e FDA aprova uso da hidroxicloroquina. Saiu a comprovação científica da ivermectina e a FDA aprovou o uso de hidroxicloroquina em todos os pacientes com o Covid-19. Saiu a comprovação científica da Ivermectina e a FDA aprova o uso de hidroxicloroquina em todos os pacientes com o Covid-19 “…para os que querem continuar lucrando, e enfatizo o politicamente, com o pânico e o desespero, o pensamento que predomina é: “A cura não pode chegar tão rapidamente assim!”. Saiu o Randomizado da Ivermectina, agora com comprovação científica! Desde o início desta pandemia o coronavírus foi usado politicamente, muito se falou em ciência e pouca ciência foi verdadeiramente ouvida e utilizada. Para muitos políticos, imprensa , instituições como a OMS, a notícia acima é um desastre. Pronto esta ai a eficácia e a comprovação cientifica, segue link: https://ivmmeta.com. Sobre a hidroxicloroquina que também foi rechaçada politicamente, por não ter comprovação científica para tratamento da Covid, a FDA, a agência americana de regulamentação de remédios, aprovou o uso de hidroxicloroquina em todos os pacientes com o Covid-19. A jornalista Elisa Robson escreveu: “O FDA, a agência americana de regulamentação de remédios, aprovou o uso de hidroxicloroquina em todos os pacientes com o Covid-19. O CEO da Novartis anunciou que já tem em mãos os resultados de pesquisas que comprovam que a hidroxicloroquina mata o vírus. Tanto que a empresa vai doar 130 milhões de doses. O custo médio do medicamento no mundo é de US$ 4,65 por mês. O fato é que, desde o começo, o coronavírus foi usado politicamente. Portanto, para muitos agentes políticos (tanto os que militam em partidos, quanto os que estão no comando de instituições como OMS ou nas redações dos jornais) as notícias acima são, na verdade, um desastre. Pois por trás disso, para os que querem continuar lucrando, e enfatizo o politicamente, com o pânico e o desespero, o pensamento que predomina é: “A cura não pode chegar tão rapidamente assim!” https://www.novartis.com/news/media-releases/novartis-commits-donate-130-million-doses-hydroxychloroquine-support-global-covid-19-pandemic-response",FAKE
32,,"Singapura descobriu que Covid-19 é causada por uma bactéria exposta à radiação. Singapura se tornou o primeiro país a realizar uma autópsia em uma vítima de Covid-19. Com isso, descobriu que a doença é causada por uma bactéria exposta à radiação. Muito interessante… Singapura tornou-se o primeiro país do mundo a realizar uma autópsia (post-mortem) de um corpo COVID-19 Depois de uma investigação minuciosa, descobriu-se que a Covid-19 não existe como um vírus, mas sim como uma bactéria que foi exposta a radiação e causa a morte humana por coagulação no sangue. Verificou-se que a doença da Covid-19 provoca coágulos sanguíneos, o que leva à coagulação sanguínea em humanos, e faz com que o sangue coagule na veia, dificultando a respiração de uma Porque o cérebro, o coração e os pulmões não podem receber oxigênio, fazendo com que as pessoas morram rapidamente. Para encontrar a causa da escassez de energia respiratória, os médicos em Singapura não ouviram o protocolo da OMS e realizaram uma autópsia sobre o COVID-19. Depois que os médicos abriram e examinaram cuidadosamente os braços, pernas e outras partes do corpo, perceberam que os vasos sanguíneos estavam dilatados e cheios de coágulos sanguíneo, o que impediu o fluxo de oxigênio no corpo causa a morte do Paciente. Depois de conhecer esta pesquisa, o Ministério da Saúde de Singapura alterou imediatamente o protocolo de tratamento contra a Covid-19 e deu aspirina aos seus pacientes positivos. Comecei a tomar 100 mg e Imromac. Como resultado, pacientes começaram a se recuperar e sua saúde começou a melhorar. O Ministério da Saúde de Singapura evacuou mais de 14,000 pacientes num dia e mandou-os para casa. Depois de um período de descoberta científica, os médicos em Singapura explicaram o método de tratamento dizendo que a doença era uma farsa global, ′′ Não passa de coagulação intravascular (coágulos sanguíneos) e de um método de tratamento. Comprimidos antibióticos Anti-inflamatório e tomar anticoagulantes (aspirina). Isso indica que a doença pode ser curada. De acordo com outros cientistas de Singapura, os ventiladores e uma unidade de cuidados intensivos (UTI) nunca foram necessários. Protocolos para o efeito já foram publicados em Singapura. A China já sabe disso, mas nunca divulgou seu relatório……",FAKE
33,,"Vacinação universal foi anulada pela Suprema Corte dos EUA. Em uma decisão contra Bill Gates, Fauci e Big Pharma, Suprema Corte dos EUA anulou a vacinação universal contra a Covid-19. ATENÇÃO ATENÇÃO* *VACINAÇÃO UNIVERSAL ANULADA.* Uma grande vitória para a liberdade, a Suprema Corte derrubou a vacinação universal. Os especialistas americanos em doenças infecciosas Bill Gates, Antoni Fauci e Big Pharma perderam uma ação judicial na Suprema Corte dos EUA, não conseguindo provar que todas as suas vacinas nos últimos 32 anos eram seguras para a saúde dos cidadãos! O processo foi iniciado por um grupo de cientistas liderado pelo senador Robert F. Kennedy Jr. que disse: “A nova vacina Covid deve ser evitada a todo custo. Chamo urgentemente sua atenção para questões importantes relacionadas com a próxima vacinação Covid-19. Pela primeira vez na história da vacinação, as chamadas vacinas mRNA de próxima geração interferem diretamente no material genético de um paciente, alterando assim o material genético individual, que é a manipulação genética, que já era proibida e anteriormente considerada um crime. . A vacina contra o coronavírus não é uma vacina, lembre-se! O que sempre foi uma vacina? Foi sempre o próprio patógeno, um micróbio ou vírus que foi morto ou atenuado, ou seja, enfraquecido, e introduzido no corpo para produzir anticorpos. Não é sequer uma vacina contra o coronavírus! Não é só isso! Faz parte do mais novo grupo de mRNAs (mRNAs), supostamente “vacinas”. Uma vez dentro de uma célula humana, o mRNA reprograma o RNA e o DNA normal, que começa a produzir outra proteína. Em outras palavras, nada como as vacinas tradicionais! Em outras palavras, é um instrumento de influência genética, é uma arma genética! Em outras palavras, eles iriam destruir os terráqueos e os sobreviventes iriam se tornar OGM. Como resultado das vacinas sem precedentes do mRNA, as pessoas vacinadas não serão mais capazes de lidar com os sintomas da vacina. As pessoas vacinadas terão que aceitar as conseqüências, pois não podem mais ser curadas pela simples remoção das toxinas do corpo humano, tais como uma pessoa com um defeito genético como a síndrome de Down, a síndrome de Klinefelter, a síndrome de Turner, a insuficiência cardíaca genética. (por exemplo, hemofilia, fibrose cística, síndrome de Rett, etc.), porque o defeito genético é eterno! Isto significa claramente: se um sintoma de vacinação se desenvolver após a vacina do mRNA, nem eu nem qualquer outro terapeuta poderemos ajudar, pois os danos causados por este tipo de vacinação serão geneticamente irreversíveis. Grande Daems",FAKE
34,,"Índia derrotou a Covid-19 porque adotou ivermectina e suspendeu vacinação em massa. Índia conseguiu reduzir em 80% casos e mortes por Covid-19 após usar de forma intensiva a ivermectina e parar a vacinação. Versão 1: “Comprovado.Ivermectina salvou a India.(onde temos um gov de direita,anti China,sem STF)Números oficiais apresentaram queda de 80% dos casos de Covid em apenas 1 mês após o uso intensivo de Ivermectina pela população”. Versão 2: “BOMBA: Estado na Índia distribuiu ivermectina para a população e casos de Covid diminuiram drasticamente;”. Versão 3: “A Índia acaba de reabrir o seu maior ponto turístico, o Taj Mahal, pois o covid foi controlado após a suspensão da vacinação em massa em maio de 2021 e adoção da Ivermectin em todo pais (a Índia é um dos maiores produtores mundiais da ivermectina).  Era um país de 1.400.000.000 de habitantes que estava incinerando cadáveres em praças públicas em abril-maio. Daí suspendeu a vacinação massiva , controlou completamente a COVID-19 ao ponto de poder reabrir o turismo.  E mais: a Ordem dos advogados indianos está processando a Organização Mundial da Saúde por não estar divulgando os efeitos benéficos da ivermectina na profilaxia e terapia da COVID-19, com índices surpreendentes de sucesso. A queda da mortalidade pela covid-19 foi de 79.0% em 18 dias em Délhi e de 72.7% em Uttar-Pradesh. Comemoremos os novos ventos a favor da verdade e saúde”.",FAKE
35,,"Vacinas contra Covid-19 contêm 80% a 90% de óxido de grafeno.Descobriram que a vacina contra Covid-19 tem óxido de grafeno e que, por isso, pessoas estão se infectando com a doença. Ou seja: nova variante é falsa.Uma das mensagens que circula online (traduzida do espanhol) diz o seguinte: “!!️ A partir de Israel a falsa variante vem dos vacinados e as vacinas contêm óxido de grafeno em seus 90 %!!️ DESDE ISRAEL A QUÍMICA FARMACÊUTICA TÂNIA BERNOF: A FALSA NOVA VARIANTE, OS FALSOS PCR E O VÍRUS DO COVID NÃO EXISTE”. A falsa nova variante, a maioria está vacinada para possíveis infecções subsequentes, todas já foram vacinadas, o que temos aqui é uma terapia genética que entra em nossas células para fazer proteínas virais para que essas proteínas virais produzam uma resposta imunológica das vacinas AstraZeneca e Pfizer, que continham entre 80% e 90% de óxido de grafeno. O efeito imunológico disso é algo que eles estão estudando, a gente não sabe ao certo ao que estamos sujeitos com a essa substância que não tem nenhum sentido",FAKE
36,,"Documento “Da possível supernotificação de óbitos causados por Covid-19 no Brasil” é do TCU. Está provado que o TCU criou um relatório falando que metade dos registros de mortes por Covid-19 são falsos. O documento se chama “Da possível supernotificação de óbitos causados por Covid-19 no Brasil”.Tribunal de Contas da União: Da possível supernotificação de óbitos causados por Covid-19 no Brasil. Segundo dados oficiais do Ministério da Saúde, 194.944 pessoas morreram no ano de 2020 devido à Covid-19. Tais dados foram coligidos a partir das informações fornecidas pelas Secretarias Estaduais de Saúde. Ocorre que tais dados podem estar superdimensionados, Conforme apontado pelo TCU no item 9.5.2 do Acórdão 2.817/2020-TCU-Plenário, utilizar a de Covid-19 como critério para transferência de recursos com base em dados declarados pelas Secretarias Estaduais de Saúde, pode incentivar a supernotificação do número de casos da doença, devendo, na medida do possível, serem confirmados os dados apresentados pelos entes subnacionais. Tal recomendação fundamentou-se no fato de 44,9% dos recursos federais transferidos para combate à pandemia serem distribuídos com base na taxa de incidência de Covid-19. Em que pese não haja evidência de que essa prática deletéria esteja acontecendo, a fim de cotejar esse dado de quase 195 mil óbitos por Covid-19 no ano em 2020, foram analisados dados do Portal da Transparência do Registro Civil (https: //transparencia.registrocivil.org.br/registros), sítio mantido pela Associação Nacional dos Registradores de Pessoas Naturais, desenvolvido para disponibilizar ao cidadão informações e dados estatísticos sobre nascimentos, casamentos e óbitos, entre outros conteúdos relacionados, em conformidade com o Provimento n” 46 do Conselho Nacional de Justiça. Inicialmente identifica-se que a variação de óbitos de um ano para outro oscila bastante. A variação de 2019 para 2020, primeiro ano da pandemia, foi de 15,1%, pouco mais de 1% maior que a variação de 2015 para 2016, quando ainda não havia a Covid-19. A variação média de óbitos entre 2016 e 2019 foi de 8,8%. Aplicando-se essa variação média no número de óbitos registrados em 2019, teríamos em 2020 um total de 1.379.827 óbitos (1 268 150. 272. registrados. Isso pode ser um indício de que a pandemia causou efetivamente cerca de 80 mil óbitos em 2020, 41% dos quase 195 mil óbitos registrados pelas Secretarias Estaduais de Saúde como decorrentes da Covid-19. Os outros 115 mil óbitos apontados como consequências da pandemia podem ter, na verdade, outras causas mortis, ainda que eventualmente os de cujus fossem portadores da Covid-19 quando do seu falecimento.",FAKE
37,,"Unimed alerta que “Covid Delta” não tem tosse e febre como sintomas. O Grupo Unimed fez um texto alertando que a variante delta da Covid-19 tem sintomas diferentes da tradicional como, por exemplo, não ter tosse nem febre. *GRUPO UNIMED ALERTA* Covid Delta: não há tosse, nem febre mas articulações muito doloridas, dor de cabeça, dor no pescoço e na parte superior das costas, fraqueza geral, perda de apetite e pneumonia. Mais virulento e com maior taxa de mortalidade, com evidência mais rápida para chegar a extremos. As vezes sem sintomas! Afeta diretamente os pulmões, o que significa que nas ‘janelas’, os períodos de tempo são mais curtos. Muitos pacientes não tem febre nem dor, mas que relatam pneumonia torácica leve em suas radiografias. Os testes de esfregaço nasal muitas vezes são negativos para Covid-19, e há cada vez mais resultados falsos negativos em testes de nasofaringe. Isso significa que o vírus se espalha e se espalha diretamente para os pulmões, causando estresse respiratório agudo causado pela pneumonia viral. Por isso, sejamos mais cuidadosos, evitando aglomerações, mantendo 1,5 m de distância mesmo em locais abertos, usando máscara facial, usando álcool 70% e lavando as mãos com frequência (e quando tossimos ou espirramos). Não guarde essas informações para você, compartilhe o máximo que puder, especialmente para familiares e amigos. ",FAKE
38,,Uso de máscara não deve ser praticado por pessoas que fazem atividade física.,FAKE
39,,"Rede criminal da Covid-19 foi exposta e prova que a pandemia é uma fraude.Gerente de projeto de TI alemão divulga documento que expõe rede criminal da Covid-19 e mostra fraude. “A REDE CRIMINAL COVID-19 FOI MAPEADA E EXPOSTA UM GERENTE DE PROJETO DE TI ALEMÃO ANÔNIMO LANÇOU ESTE DOCUMENTO BOMBÁSTICO, EXPONDO TODA A AMBICIOSA REDE CRIMINOSA COVID-19 ELE CONECTA AS RELAÇÕES COMPLEXAS ENTRE GOVERNOS, ONGS, GRANDES EMPRESAS FARMACÊUTICAS, EMPRESAS PRIVADAS, DOCUMENTOS, UNIVERSIDADES E PESSOAS-CHAVE O DOCUMENTO TEM 170 PÁGINAS SÃO 6.500 OBJETOS E MAIS DE 7.200 LINKS, INCLUINDO OS FLUXOS FINANCEIROS COMPARTILHE ISTO EM TODA PARTE!”.",FAKE
40,,"Ivermectina reduz mortes por Covid-19 em 56% e teria salvo 250 mil no Brasil, diz Oxford. Universidade de Oxford comprova que ivermectina reduz número de óbitos por Covid-19 em 56% e que Brasil poderia ter salvo 250 mil pessoas. “Estudo liderado pela Universidade de Oxford, esclarece que cerca de 250.000 óbitos por covid-19 poderiam ter sido evitados no Brasil com o uso da ivermectina, que segundo esse estudo, reduz em 56% os óbitos nos casos moderados e graves da doença”. Versão 2: “Através da ivermectina, mais de 250 mil vidas teriam sido salvas no Brasil. É o que conclui um estudo liderado pela Universidade de Oxford. Segundo esse estudo, publicado no Fórum Aberto de Doenças Infecciosas da própria instituição e assinado por cientistas de seis das principais universidades do Reino Unido, entre elas a Universidade de Liverpool e a Imperial College, a ivermectina reduz em 56% a mortalidade de pacientes em estado moderado e grave de Covid-19. Ou seja, se parte da imprensa e políticos esquerdistas não tivessem militado tanto contra a ivermectina, mais de 250 mil brasileiros teriam sido salvos. Deixa eu repetir pra você: aquele político e aquele jornalista de esquerda que fez chacota da ivermectina, que falou que não existia remédio cientificamente comprovado é o grande responsável por sua mãe, seu pai, seu filho, qualquer outro parente seu ter morrido de Covid-19. Os donos da mídia, o poder que militaram tudo contra, que alienaram tudo o povo, que fizeram uma lavagem cerebral que você recusasse ou não tivesse acesso ao medicamento barato, que poderia ter salvo sua família. São eles os responsáveis por essas mortes. Desviaram dinheiro da saúde, tiveram tempo, mas não preparam os hospitais, fecharam a economia, causando falência, desemprego, miséria e, ainda por cima, lutaram para que o povo não tomasse medicamentos que poderiam sim ter salvo mais da metade das vítimas de Covid. Esses são os verdadeiros genocidas, gente. Por quanto tempo mais, minha gente, você se deixará conduzir pelos lobos que querem a sua morte e da sua família?”.",FAKE
41,,"Vacinas são, na realidade, “assachinas” que causaram 45 mil mortes no Havaí e 32 mil no Brasil. Vacinas são armas biológicas para exterminar população e já mataram milhares no Havaí (EUA) e Brasil.Desde o início desta famigerada PANDEMIA recuperando pacientes acometidos deste vírus. Já perdi a conta depois dos mais de 360 pacientes recuperados, sem nenhum ÓBITO entre eles. De hoje em diante e, diante dos fatos que estou vivenciando na clínica, vou  me referir as VACHINAS como : asSACHINAS. Nunca na história da humanidade houve um massacre tão programado, tão bem arquitetado, tão bem preparado como o que está acontecendo para eliminação  do ser humano. O extermínio do próprio  semelhante, causado por substâncias asSACHINAS, fabricadas e injetadas no corpo d pessoas, dos nossos semelhantes. Anunciadas como salvadoras, como protetoras, como imunizadoras, elas estão fazendo justamente o contrário. Estão matando mais que a praga chinesa. Elas  são na verdade a maior ARMA  BIOLOGICA de extermínio humano. Isto mesmo. Uma arma contra a HUMANIDADE.A CIÊNCIA NAO FALHOU. ELA ACERTOU no seu propósito, pois ficou a serviço dos interesses e dos ganhos escandalosos das bigfarmas (irresponsabilizadas  do que  pudesse acontecer) serviram ao enriquecimento de seus proprietários. O custo disto tudo é a crueldade como estão implantando esse projeto macabro. Estão ceifando vidas humanas, vidas inocentes, dos incautos, dos desinformados, dos neófitos, dos jovens e a imprensa comprometida ajudando esse extermínio.  Até onde vai essa sandice? Essa vergonha ? São mais de 45 mil mortos no Hawaii, já são mais de 32 mil no Brasil. Mortes  todas causadas em pelas asSACHINAS. E a imprensa comprometida, não divulga nada. Será que está paga para ficar calada ? A espectativa não é das melhores, pelo contrário é a mais sombria. A diversidade de sintomas e do comprometimento orgânico no adoecimento entre os que tomaram essas substâncias que eu chamo asSACHINAS, em verdade, me espanta. Sinais e sintomas leves que se agravam numa velocidade tão espantosa  e que não respondem aos antibióticos e  antiinflamatórios, ao repouso e muito líquido, o que antes resolvia. Agora, não resolvem mais. Estes pacientes que agravam suas  condições muitas vezes com os exames de sangue NADA ACUSANDO, ou só mostrando algum distúrbio quando seu estado já se tornou irreversível pelo comprometimento múltiplo de seus órgãos. Elas estão MATANDO e matarão mais que a praga chinesa, sem contar os mutilados que restarão. Que Deus permita que eu  esteja errado, que isso seja  apenas um pesadelo, das muitas noites insones que os plantões de pronto socorro me impuseram; INFELIZMENTE,  não é isso que estou vivenciando na clínica todos os dias. Fica o alerta de velho profissional da saúde que sempre zelou pela VIDA”.",FAKE
42,,"Café ou chá ajudam a curar e prevenir o coronavírus, disse o médico Li Wenliang, em entrevista à CNN. O herói da China, antes de morrer, havia documentado que as bebidas possuem compostos que podem afastar o vírus em humanos com sistema imunológico médio.Dr. Li Wenliang *, o médico herói da China, que foi punido por dizer a verdade sobre o vírus Corona e depois morreu devido à mesma doença, havia documentado arquivos de casos para fins de pesquisa e nos arquivos propuseram uma cura que diminuiria significativamente o impacto do COVID – 19 Vírus no corpo humano. A substância química * Methylxanthine *, * Theobromine * e * Theophylline * estimulam compostos que podem afastar esses vírus em humanos com pelo menos um sistema imunológico médio. O mais chocante é que essas palavras complexas que eram tão difíceis de entender para as pessoas na China são chamadas de * CAFÉ * na Índia, SIM, nosso CAFÉ regular possui todos esses produtos químicos. A principal metilxantina no café é a cafeína estimulante. Outras metilxantinas encontradas no COFFEE são dois compostos quimicamente similares, Teobromina e Teofilina. A planta do CAFÉ cria esses produtos químicos como uma maneira de afastar insetos e outros animais. Quem diria que toda a solução para esse vírus seria uma simples xícara de café e essa é a razão pela qual tantos pacientes na China estão sendo curados. A equipe do hospital na China começou a servir o CAFÉ aos pacientes três vezes ao dia, e o efeito está finalmente em * Wuhan * “O centro desta pandemia” foi contido e a transmissão da comunidade quase parou. Compartilhe esta mensagem com seus amigos e familiares para conscientizá-los sobre essa bênção na forma de CAFÉ em sua cozinha.",FAKE
43,,"Série de vídeos mostra que governo da China está mandando chineses cuspirem e espirrarem em supermercados, elevadores e locais públicos para disseminar a Covid-19 (coronavírus) em países como Itália, Canadá e Austrália.DENÚNCIA – A 3° Guerra mundial está acontecendo. É uma guerra biológica. Suspeita-se que o Partido Comunista Chinês pagou mulheres chinesas com coronavírus p/ viajar e espalhar o vírus pra o mundo. Observem a velocidade de contaminação em Nova Iorque Vídeo fala isso. E prova",FAKE
44,,Vídeo mostra uma mulher chinesa sendo presa na Austrália após cuspir e espirrar em frutas e comidas em supermercado. Ela foi mandada pelo Partido Comunista para espalhar o coronavírus pelo mundo. Na Austrália dentro de um Shopping uma chinesa foi flagrada espirrando nas bananas e comida. Certamente ela deve estar sob ordens diretas dos comunistas que estão espalhando o coronavirus.,FAKE
45,,Doria obriga Samu a atestar mortes por outras doenças como se fossem por coronavírus em São Paulo.Foi descoberto um esquema do governador João Doria para inflar o número de mortos por Covid-19 em São Paulo. está obrigando o Samu a atestar mortes naturais como se fossem por coronavírus.Denúncia grave*. Descoberto um esquema do Dória para inflar os números de mortes por coronavírus para aproveitamento político contra o presidente Bolsonaro. Médicos do SAMU estariam sendo obrigados a atestar como Covid19 mortes naturais e sem causa determinada. Mais uma atitude criminosa do João Dória.,FAKE
46,,"Israel não adota isolamento e tem a melhor situação do mundo em relação ao coronavírus. Sem isolamento contra coronavírus, Israel tem a melhor situação do mundo com apenas 1 morte. Apenas idosos foram isolados. “Compartilhando novamente pq agora temos resultados…Israel tem a melhor situação do mundo…1700 casos e 1 morte!!!! Sem isolamento, pelo contrário, quanto mais jovens pegar melhor..não lotou hospitais, UTIs etc..Isolou idosos e enfrentou o vírus”.",FAKE
47,,"Vacina do novo coronavírus (Covid-19) virá com microchip para colher identidade da população. A vacina para o novo coronavírus (Covid-19) será obrigatória e virá com um microchip que será implantado na pele para colher a identidade da população mundial.LERTA AO POVO CRISTÃO, DIVULGUEM ANTES QUE SEJA EXCLUÍDO. VACINAS DO COVID-19 SERÁ COM MICROCHIPS É a mais recente novidade do mundo, vem como reforma sanitária e será obrigatório no mundo todo. Sem ele não poderá ter acesso aos centros de saúde. as pessoas devem usar pela vantagem ou pela imposição.

A indústria farmacêutica está oficialmente se unindo à indústria de tecnologia para iniciar a “imunização” com biometria digital, o que significa que os seres humanos serão microchipados, rastreados e, finalmente, controlados por meio de uma matriz de identificação global.",FAKE
48,,"H1N1 (gripe suína) mata mais do que a Covid-19 (novo coronavírus), provam números. Comparação mostra o quanto a mídia esquerdista manipula a sua vida. Enquanto a gripe suína (H1N1), tratada como resfriadinho pela mídia, matou 2.101 pessoas, a Covid-19 (novo coronavírus) matou “só 18” e é tratada como apocalíptica. BOLSONARO/2020 Covid-19: coronavírus Casos no Brasil: 1.209 Mortes: 18 Nível de pânico: apocalíptico LULA/2009 H1N1: gripe suína Casos no Brasil: 68.549 Mortes: 2.101 Nível de pânico: é só resfriado Entenda como a mídia esquerdista manipula sua vida. A realidade é distorcida a todo momento para benefício de um grupo!",FAKE
49,,"Rússia soltou leões nas ruas para que as pessoas fiquem em casa na quarentena . O presidente da Rússia Vladimir Putin anunciou que soltou 500 leões nas ruas para que as pessoas fiquem em casa durante a quarentena do novo coronavírus. A Rússia soltou 500 leões na rua pra garantir que todos fiquem dentro de suas casas ,aqui nos já temos os ladrões soltos.!!",FAKE
50,,"Pessoas que usam maconha estão imunes ao novo coronavírus (Covid-19). Estudo realizado nos EUA confirma que pessoas que usam maconha estão imunes ao novo coronavírus (Covid-19). Os usuários apresentaram maior resistência ao vírus, além de melhora do humor durante o período de quarentena.Coronavírus: Após estudo realizado nos Estados Unidos, pesquisadores afirmam: “Pessoas que fazem uso da maconha, estão imunes ao Covid-19.”. Fumantes de nicotina apresentaram os piores resultados, como era de se esperar. A surpresa apareceu com quem fumava a maconha, eles demonstraram resistência contra o vírus Covid-19, além da melhora do humor durante o período de quarentena.",FAKE
51,,"O motivo do protesto de ex-comissárias de bordo da Alitalia foi outro, sem qualquer relação com a pandemia ou com a vacinação contra a Covid. Na verdade, as funcionárias se manifestaram contra a perda de empregos e cortes de salários sob a nova companhia aérea ITA. Cerca de 50 trabalhadoras retiraram lentamente seus uniformes em silêncio em frente à sede da Prefeitura de Roma para protestar contra as condições de trabalho de seus colegas recontratados pela nova companhia aérea. A ITA começou a voar no lugar da Alitalia no dia 15 de outubro, depois que a companhia aérea que já foi um símbolo do estilo e glamour italiano foi finalmente fechada, após anos de perdas financeiras e tentativas fracassadas de resgate.",REAL
